0,0.965959
1,0.926229
2,0.973942
3,0.953472
4,0.950999
5,0.971772
6,0.983062
7,0.977001
8,0.969188
9,0.970347
10,0.978486
11,0.984079
12,0.98307
13,0.979809
14,0.979016
15,0.981433
16,0.983903
17,0.984335
18,0.98426
19,0.984109
20,0.985081
21,0.985976
22,0.985715
23,0.985605
24,0.986068
25,0.986744
26,0.987294
27,0.987156
28,0.98692
29,0.986932
30,0.987414
31,0.987779
32,0.988033
33,0.987964
34,0.987869
35,0.987726
36,0.988107
37,0.988629
38,0.988569
39,0.988261
40,0.988204
41,0.988537
42,0.988885
43,0.988839
44,0.9885
45,0.988623
46,0.988787
47,0.989197
48,0.988768
49,0.989012
50,0.988954
51,0.989194
52,0.989006
53,0.989031
54,0.988927
55,0.989119
56,0.989124
57,0.989272
58,0.989072
59,0.989127
60,0.989188
61,0.989461
62,0.989243
63,0.989175
64,0.989268
65,0.989373
66,0.989359
67,0.989172
68,0.989457
69,0.989564
70,0.989569
71,0.989505
72,0.989436
73,0.989712
74,0.989636
75,0.989547
76,0.989553
77,0.989608
78,0.989741
79,0.989689
80,0.989624
81,0.989758
82,0.989527
83,0.989453
84,0.989811
85,0.989651
86,0.989554
87,0.989725
88,0.989824
89,0.989747
90,0.990064
91,0.989932
92,0.989707
93,0.989757
94,0.989813
95,0.989546
96,0.990046
97,0.98998
98,0.989908
99,0.989978
100,0.98981
101,0.989982
102,0.989929
103,0.990206
104,0.990031
105,0.990106
106,0.9902
107,0.990264
108,0.990211
109,0.990214
110,0.989944
111,0.990164
112,0.990234
113,0.990286
114,0.990271
115,0.990406
116,0.990405
117,0.99029
118,0.990363
119,0.990264
120,0.990312
121,0.990397
122,0.990334
123,0.99033
124,0.990299
125,0.990381
126,0.990308
127,0.990294
128,0.990358
129,0.990584
130,0.990607
131,0.990633
132,0.990321
133,0.990705
134,0.990395
135,0.990445
136,0.990605
137,0.990534
138,0.990649
139,0.990504
140,0.990685
141,0.990543
142,0.990725
143,0.990443
144,0.991024
145,0.990896
146,0.990703
147,0.990682
148,0.990885
149,0.990929
150,0.990839
151,0.990795
152,0.991017
153,0.990848
154,0.991007
155,0.991047
156,0.991015
157,0.990881
158,0.991007
159,0.990887
160,0.990817
161,0.991025
162,0.991054
163,0.991166
164,0.991242
165,0.99105
166,0.990935
167,0.991016
168,0.991176
169,0.991109
170,0.990951
171,0.991195
172,0.991173
173,0.991145
174,0.991274
175,0.991236
176,0.991398
177,0.991198
178,0.991246
179,0.991386
180,0.991376
181,0.991242
182,0.99121
183,0.99148
184,0.991361
185,0.991335
186,0.991219
187,0.991244
188,0.991498
189,0.991443
190,0.991405
191,0.991376
192,0.991432
193,0.991466
194,0.991254
195,0.991568
196,0.9915
197,0.99163
198,0.991481
199,0.991508
200,0.991517
201,0.991848
202,0.991544
203,0.991731
204,0.991675
205,0.991587
206,0.991569
207,0.991706
208,0.991673
209,0.991908
210,0.991799
211,0.991751
212,0.991591
213,0.991672
214,0.991731
215,0.991752
216,0.9919
217,0.991692
218,0.991884
219,0.991882
220,0.991978
221,0.991901
222,0.992035
223,0.992154
224,0.992019
225,0.99214
226,0.991871
227,0.991823
228,0.991931
229,0.992006
230,0.992073
231,0.992004
232,0.992057
233,0.991812
234,0.992071
235,0.992063
236,0.992072
237,0.992096
238,0.991977
239,0.992021
240,0.992214
241,0.992315
242,0.992143
243,0.99222
244,0.992104
245,0.992357
246,0.992097
247,0.992294
248,0.992289
249,0.992102
250,0.99228
251,0.992318
252,0.99234
253,0.992444
254,0.9922
255,0.992368
256,0.992394
257,0.992461
258,0.992425
259,0.992558
260,0.992406
261,0.992265
262,0.992428
263,0.992565
264,0.992361
265,0.992536
266,0.992503
267,0.992531
268,0.992451
269,0.992561
270,0.99242
271,0.992622
272,0.992622
273,0.992576
274,0.992763
275,0.992553
276,0.992676
277,0.992557
278,0.992911
279,0.992746
280,0.99273
281,0.992717
282,0.9927
283,0.992585
284,0.992745
285,0.992575
286,0.99293
287,0.992788
288,0.992784
289,0.992827
290,0.992732
291,0.992725
292,0.992651
293,0.992794
294,0.992799
295,0.992684
296,0.992994
297,0.992789
298,0.992887
299,0.992856
300,0.992746
301,0.992992
302,0.992948
303,0.993011
304,0.992887
305,0.99289
306,0.99293
307,0.99307
308,0.99313
309,0.993042
310,0.992993
311,0.992991
312,0.992954
313,0.992936
314,0.99302
315,0.993115
316,0.993096
317,0.99312
318,0.993242
319,0.993155
320,0.992952
321,0.993126
322,0.993109
323,0.993231
324,0.993167
325,0.993309
326,0.993139
327,0.993233
328,0.993145
329,0.993069
330,0.993156
331,0.993217
332,0.993232
333,0.993149
334,0.993192
335,0.993272
336,0.993199
337,0.993346
338,0.993222
339,0.993277
340,0.993236
341,0.993277
342,0.993376
343,0.99344
344,0.993409
345,0.993344
346,0.993381
347,0.993424
348,0.993318
349,0.993375
350,0.993209
351,0.993391
352,0.993306
353,0.993276
354,0.993436
355,0.993511
356,0.993535
357,0.993459
358,0.993453
359,0.993356
360,0.993382
361,0.99335
362,0.993238
363,0.993571
364,0.993542
365,0.993444
366,0.993577
367,0.99345
368,0.993702
369,0.993562
370,0.993574
371,0.993666
372,0.993582
373,0.993612
374,0.993682
375,0.993505
376,0.993592
377,0.993619
378,0.993616
379,0.99359
380,0.993502
381,0.993592
382,0.993604
383,0.993686
384,0.993708
385,0.99367
386,0.993722
387,0.993606
388,0.993639
389,0.993682
390,0.993735
391,0.993723
392,0.993668
393,0.99359
394,0.993795
395,0.993685
396,0.993782
397,0.99383
398,0.993943
399,0.993916
400,0.993748
401,0.993753
402,0.993783
403,0.993737
404,0.993994
405,0.993858
406,0.993806
407,0.993916
408,0.993938
409,0.993966
410,0.993833
411,0.993991
412,0.993613
413,0.994002
414,0.993964
415,0.993938
416,0.993969
417,0.993962
418,0.994071
419,0.993918
420,0.993822
421,0.993942
422,0.994183
423,0.993996
424,0.994089
425,0.994095
426,0.993841
427,0.993819
428,0.993861
429,0.994051
430,0.994153
431,0.994075
432,0.994043
433,0.994205
434,0.993978
435,0.994049
436,0.99415
437,0.99422
438,0.994275
439,0.994167
440,0.994334
441,0.994255
442,0.994221
443,0.994133
444,0.994168
445,0.994168
446,0.994135
447,0.994153
448,0.994041
449,0.994371
450,0.994313
451,0.994202
452,0.994134
453,0.994062
454,0.994228
455,0.994101
456,0.994098
457,0.994287
458,0.994236
459,0.994226
460,0.994241
461,0.9941
462,0.994099
463,0.994108
464,0.994208
465,0.994159
466,0.994105
467,0.99424
468,0.994376
469,0.994312
470,0.994197
471,0.994156
472,0.994311
473,0.994349
474,0.99446
475,0.994443
476,0.994367
477,0.994345
478,0.994477
479,0.994535
480,0.994377
481,0.994334
482,0.99444
483,0.9945
484,0.994393
485,0.994367
486,0.994506
487,0.99443
488,0.994441
489,0.994227
490,0.994276
