239858
249303
250938
252495
244155
262716
265186
258274
267989
268432
272043
272550
268894
272694
266276
273547
271996
264003
260691
258333
258103
260647
263616
247337
254462
260939
265248
267517
273538
260448
264514
255574
266606
268624
266049
275819
281559
287818
299094
294035
285497
289526
284985
282487
278664
287918
307112
308919
318592
315011
320044
298071
290414
305218
301002
321862
320254
322063
323487
327135
334434
330972
330405
329854
330055
325291
329841
340550
331712
328156
317884
327406
318403
320161
326438
321875
322186
319452
326900
324024
313543
322678
330352
328374
341880
347821
339909
340602
323198
322069
315844
305483
303272
292269
299177
303533
317369
316001
315480
329002
331995
344290
338467
344179
342257
336851
342203
368409
378152
383104
348638
356894
372479
370387
364922
363199
348301
350968
360439
348077
344337
356702
356542
340066
332737
321127
331404
349506
347777
342391
340037
336048
344278
351832
344290
345557
341006
345708
371590
358975
372178
372738
374561
371620
361514
344356
357056
367385
378967
380242
383089
381266
377591
382023
380573
390048
382115
364859
365575
371677
373153
363213
361021
373598
381068
382497
396962
395959
383513
386944
379126
379858
364515
369402
361243
358130
356866
351793
356878
383374
360239
348334
358614
362092
358919
356321
368125
377057
373134
370067
365107
364639
360447
353541
369904
368617
363920
380269
380770
381558
376369
374530
380926
383068
389954
380813
378350
379649
370822
355717
342716
345984
357081
365030
370249
363715
357202
364702
376283
372079
381325
372771
379386
388244
388955
393087
392344
394673
380225
380751
384955
401275
406245
417881
411338
408345
405277
407055
410461
408223
406462
407659
410984
396746
403417
421018
427222
430188
431834
417442
408910
398318
390575
397216
409320
396962
398210
390563
394469
387029
406105
400722
398991
406497
411397
419184
409789
410426
401467
415780
412343
425369
447852
469558
460507
463564
446093
443494
474789
477653
462451
461180
435434
434680
440540
452604
456313
445235
418656
429924
421661
423962
438339
444840
446518
437863
455185
454904
445754
458211
450485
450282
452390
450863
448877
464581
482410
472344
480126
459845
450509
463573
463372
467233
480342
496347
508902
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
-nan
